x,y,z,var.x,var.y 
129.900000,0.100000,129.900000,10.000000,-0.000000 
130.000000,0.100000,130.000000,10.000000,-0.000000 
130.100000,0.100000,130.100000,10.000000,-0.000000 
130.200000,0.100000,130.200000,10.000000,0.000000 
130.300000,0.100000,130.300000,10.000000,0.000000 
130.400000,0.100000,130.400000,10.000000,0.000000 
130.500000,0.100000,130.500000,10.000000,0.000000 
130.600000,0.100000,130.600000,10.000000,-0.000000 
130.700000,0.100000,130.700000,10.000000,-0.000000 
130.800000,0.100000,130.800000,10.000000,-0.000000 
130.900000,0.100000,130.900000,10.000000,-0.000000 
131.000000,0.100000,131.000000,10.000000,-0.000000 
131.100000,0.100000,131.100000,10.000000,-0.000000 
131.200000,0.100000,131.200000,10.000000,-0.000000 
131.300000,0.100000,131.300000,10.000000,0.000000 
131.400000,0.100000,131.400000,10.000000,0.000000 
131.500000,0.100000,131.500000,10.000000,0.000000 
131.600000,0.100000,131.600000,10.000000,0.000000 
131.700000,0.100000,131.700000,10.000000,0.000000 
131.800000,0.100000,131.800000,10.000000,0.000000 
131.900000,0.100000,131.900000,10.000000,0.000000 
132.000000,0.100000,132.000000,10.000000,-0.000000 
132.100000,0.100000,132.100000,10.000000,-0.000000 
132.200000,0.100000,132.200000,10.000000,-0.000000 
132.300000,0.100000,132.300000,10.000000,-0.000000 
132.400000,0.100000,132.400000,10.000000,0.000000 
132.500000,0.100000,132.500000,10.000000,-0.000000 
132.600000,0.100000,132.600000,10.000000,-0.000000 
132.700000,0.100000,132.700000,10.000000,-0.000000 
132.800000,0.100000,132.800000,10.000000,0.000000 
132.900000,0.100000,132.900000,10.000000,0.000000 
133.000000,0.100000,133.000000,10.000000,-0.000000 
133.100000,0.100000,133.100000,10.000000,0.000000 
133.200000,0.100000,133.200000,10.000000,0.000000 
133.300000,0.100000,133.300000,10.000000,0.000000 
133.400000,0.100000,133.400000,10.000000,0.000000 
133.500000,0.100000,133.500000,10.000000,-0.000000 
133.600000,0.100000,133.600000,10.000000,-0.000000 
133.700000,0.100000,133.700000,10.000000,-0.000000 
133.800000,0.100000,133.800000,10.000000,-0.000000 
133.900000,0.100000,133.900000,10.000000,-0.000000 
134.000000,0.100000,134.000000,10.000000,0.000000 
134.100000,0.100000,134.100000,10.000000,0.000000 
134.200000,0.100000,134.200000,10.000000,-0.000000 
134.300000,0.100000,134.300000,10.000000,0.000000 
134.400000,0.100000,134.400000,10.000000,0.000000 
134.500000,0.100000,134.500000,10.000000,0.000000 
134.600000,0.100000,134.600000,10.000000,0.000000 
134.700000,0.100000,134.700000,10.000000,0.000000 
134.800000,0.100000,134.800000,10.000000,0.000000 
134.900000,0.100000,134.900000,10.000000,-0.000000 
135.000000,0.100000,135.000000,10.000000,-0.000000 
135.100000,0.100000,135.100000,10.000000,-0.000000 
135.200000,0.100000,135.200000,10.000000,-0.000000 
135.300000,0.100000,135.300000,10.000000,-0.000000 
135.400000,0.100000,135.400000,10.000000,-0.000000 
135.500000,0.100000,135.500000,10.000000,-0.000000 
135.600000,0.100000,135.600000,10.000000,0.000000 
135.700000,0.100000,135.700000,10.000000,0.000000 
135.800000,0.100000,135.800000,10.000000,0.000000 
135.900000,0.100000,135.900000,10.000000,0.000000 
136.000000,0.100000,136.000000,10.000000,0.000000 
136.100000,0.100000,136.100000,10.000000,0.000000 
136.200000,0.100000,136.200000,10.000000,0.000000 
136.300000,0.100000,136.300000,10.000000,0.000000 
136.400000,0.100000,136.400000,10.000000,-0.000000 
136.500000,0.100000,136.500000,10.000000,0.000000 
136.600000,0.100000,136.600000,10.000000,0.000000 
136.700000,0.100000,136.700000,10.000000,-0.000000 
136.800000,0.100000,136.800000,10.000000,-0.000000 
136.900000,0.100000,136.900000,10.000000,-0.000000 
137.000000,0.100000,137.000000,10.000000,-0.000000 
137.100000,0.100000,137.100000,10.000000,-0.000000 
137.200000,0.100000,137.200000,10.000000,-0.000000 
137.300000,0.100000,137.300000,10.000000,-0.000000 
137.400000,0.100000,137.400000,10.000000,0.000000 
137.500000,0.100000,137.500000,10.000000,0.000000 
137.600000,0.100000,137.600000,10.000000,0.000000 
137.700000,0.100000,137.700000,10.000000,0.000000 
137.800000,0.100000,137.800000,10.000000,-0.000000 
137.900000,0.100000,137.900000,10.000000,-0.000000 
138.000000,0.100000,138.000000,10.000000,-0.000000 
138.100000,0.100000,138.100000,10.000000,0.000000 
138.200000,0.100000,138.200000,10.000000,0.000000 
138.300000,0.100000,138.300000,10.000000,0.000000 
138.400000,0.100000,138.400000,10.000000,0.000000 
138.500000,0.100000,138.500000,10.000000,-0.000000 
138.600000,0.100000,138.600000,10.000000,0.000000 
138.700000,0.100000,138.700000,10.000000,0.000000 
138.800000,0.100000,138.800000,10.000000,-0.000000 
138.900000,0.100000,138.900000,10.000000,-0.000000 
139.000000,0.100000,139.000000,10.000000,-0.000000 
139.100000,0.100000,139.100000,10.000000,-0.000000 
139.200000,0.100000,139.200000,10.000000,0.000000 
139.300000,0.100000,139.300000,10.000000,-0.000000 
139.400000,0.100000,139.400000,10.000000,-0.000000 
139.500000,0.100000,139.500000,10.000000,0.000000 
139.600000,0.100000,139.600000,10.000000,0.000000 
139.700000,0.100000,139.700000,10.000000,0.000000 
139.800000,0.100000,139.800000,10.000000,0.000000 
139.900000,0.100000,139.900000,10.000000,0.000000 
140.000000,0.100000,140.000000,10.000000,0.000000 
140.100000,0.100000,140.100000,10.000000,0.000000 
140.200000,0.100000,140.200000,10.000000,0.000000 
140.300000,0.100000,140.300000,10.000000,0.000000 
140.400000,0.100000,140.400000,10.000000,0.000000 
140.500000,0.100000,140.500000,10.000000,0.000000 
140.600000,0.100000,140.600000,10.000000,0.000000 
140.700000,0.100000,140.700000,10.000000,0.000000 
140.800000,0.100000,140.800000,10.000000,0.000000 
140.900000,0.100000,140.900000,10.000000,0.000000 
141.000000,0.100000,141.000000,9.999999,0.000000 
141.100000,0.100000,141.100000,9.999998,0.000000 
141.200000,0.100000,141.200000,9.999996,0.000000 
141.300000,0.100000,141.300000,9.999992,0.000000 
141.400000,0.100000,141.400000,9.999985,0.000001 
141.500000,0.100000,141.500000,9.999971,0.000002 
141.600000,0.100000,141.600000,9.999945,0.000003 
141.700000,0.100000,141.700000,9.999896,0.000006 
141.800000,0.100000,141.800000,9.999807,0.000012 
141.900000,0.100000,141.900000,9.999644,0.000021 
142.000000,0.100000,142.000000,9.999353,0.000039 
142.100000,0.100000,142.100000,9.998839,0.000069 
142.200000,0.100000,142.200000,9.997945,0.000121 
142.300000,0.100000,142.300000,9.996417,0.000209 
